college,title,description
SPH,SPH BS 825: Advanced Methods in Infectious Disease Epidemiology,"Graduate Prerequisites: (SPHEP755) and BS730 or BS723; or consent of instructor - This course aims to introduce students to statistical and mathematical methods used in infectious disease epidemiology. Students will be able to evaluate and appraise the literature in this field, be able to select which methods to use in different circumstances, implement some methods in simple situations and we will provide sufficient background reading that students can further examine methods that are of particular interest. This will be a hands-on course involving class discussions, computer lab sessions and a class debate on a controversial topic in infectious disease epidemiology."
SPH,SPH BS 831: Genomics Data Mining and Statistics,"Graduate Prerequisites: Knowledge of basic statistics techniques (SPHBS704 or SPHPH717 or equi valent) and basic statistical computing skills using R (SPHBS730 or e quivalent) or consent of instructor - The goal of this course is for the students to develop a good understanding and hands-on skills in the design and analysis of 'omics' data from microarray and high-throughput sequencing experiments, including data collection and management, statistical techniques for the identification of genes that have differential expression in different biological conditions, development of prognostic and diagnostic models for molecular classification, and the identification of new disease taxonomies based on their molecular profile. These topics will be taught using real examples, extensively documented hands- on work, class discussion and critical reading. Students will be asked to analyze real gene expression data sets in their homework and final project. Principles of reproducible research will be emphasized, and students will become proficient in the use of the statistical language R (an advanced beginners knowledge of the language is expected of the students entering the class) and associated packages (including Bioconductor), and in the use of R markdown (and/or electronic notebooks) for the redaction of analysis reports."
SPH,SPH BS 835: Applied Intermediate Biostatistics,"Graduate Prerequisites: (SPHBS723 OR SPHBS730) or consent of instructor * Can't be taken together for credit with SPH BS 852 - Students with a strong interest in statistical programming and a strong mathematical background are encouraged to take BS805 and BS852 rather than BS835, as students cannot take both BS835 and BS852 for credit. This course covers intermediate-level statistical methods commonly used in epidemiologic and public health research. The course has an applied focus, with emphasis on understanding research questions addressed by these methods, key assumptions these analyses rely on, and the presentation and interpretation of results. Students will use either the SAS or R statistical package to carry out analyses. Topics include multivariable regression models for continuous, binary, survival, and longitudinal outcome data, stratified and matched analyses of epidemiologic data, and analysis of survival data. This course will provide the student with training in intermediate level biostatistical analyses and the use of biostatistical software."
SPH,SPH BS 845: Data Science and Statistical Modeling in R,"Graduate Prerequisites: (SPHBS730) or consent of instructor. - This course covers applications of modern statistical methods using R, a free and open source statistical computing package with powerful yet intuitive graphic tools. R is under more active development for new methods than other packages. We will first review data manipulation and programming in R, then cover theory and applications in R for topics such as linear and smooth regressions, survival analysis, mixed effects model, tree based methods, multivariate analysis, boot strapping and permutation."
SPH,SPH BS 849: Bayesian Modeling for Biomedical Research & Public Health,"Graduate Prerequisites: At least one course of statistics to cover principles of probability a nd statistical inference, linear and logistic regression. Knowledge of R. - The purpose of this course is to present Bayesian modeling techniques in a variety of data analysis applications, including both hypothesis and data driven modeling. The course will start with an overview of Bayesian principles through simple statistical models that will be used to introduce the concept of marginal and conditional independence, graphical modeling and stochastic computations. The course will proceed with the description of advanced Bayesian methods for estimation of odds and risk in observational studies, multiple regression modeling, loglinear and logistic regression, hierarchical models, and latent class modeling including hidden Markov models and application to model-based clustering. Applications from genetics, genomics, and observational studies will be included. These topics will be taught using real examples, class discussion and critical reading. Students will be asked to analyze real data sets in their homework and final paper."
SPH,SPH BS 851: Applied Statistics in Clinical Trials I,"Graduate Prerequisites: (SPHBS723) or consent of instructor. - This is an intermediate statistics course, focused on statistical issues applicable to analyzing efficacy data for clinical trials. Topics include design and analysis considerations for clinical trials, such as randomization and sample size determination, and the application of statistical methods such as analysis of variance, logistic regression and survival analysis to superiority and non-inferiority clinical trials. This course includes lectures and computer instructions. Upon completion of the course, the student will be able to have a working knowledge of how to collect and manage clinical trial data; will be to analyze continuous, dichotomous, and time-to-event clinical trial data; and will be able to contribute to the statistical portions of a clinical trial study design. The student will also gain the overall knowledge required to interpret clinical trial statistical results."
SPH,SPH BS 852: Statistical Methods in Epidemiology,"Graduate Prerequisites: SPH BS 723 or SPH BS 730;or consent of instructor. It is not recommend ed that BS805 and BS852 be taken concurrently, unless with the approva l of the instructors of both courses. - This course covers study design and intermediate-level data analysis techniques for handling confounding in epidemiologic studies. Confounding is carefully defined and distinguished from interaction. Course content covers stratification and multivariable techniques for controlling confounding in both matched and independent sample study designs, including analysis of covariance, logistic regression, and proportional hazards models. Model fit and prediction are discussed. Students are required to apply these methods with the aid of computerized statistical packages. The course will use statistical software R and SAS. Students cannot take both BS852 and BS835."
SPH,SPH BS 853: Generalized Linear Models with Applications,"Graduate Prerequisites: (SPHPH717 & SPHBS805) or consent of instructor - This course introduces statistical models for the analysis of quantitative and qualitative data, of the types usually encountered in health science research. The statistical models discussed include: Logistic regression for binary and binomial data, Nominal and Ordinal Multinomial logistic regression for multinomial data, Poisson regression for count data, and Gamma regression for data with constant coefficient of variation. All of these models are covered as special cases of the Generalized Linear Statistical Model, which provides an overarching statistical framework for these models. We will also introduce Generalized Estimating Equations (GEE) as an extension to the generalized models to the case of repeated measures data. The course emphasizes practical applications, making extensive use of SAS for data analysis."
SPH,SPH BS 854: Bayesian Methods in Clinical Trials,"Graduate Prerequisites: (SPHBS851 OR SPHBS861) or consent of instructor. - Bayesian statistical methods use prior information or beliefs, along with the current data, to guide the search for parameter estimates. In the Bayesian paradigm probabilities are subjective beliefs. Prior information/ beliefs are input as a distribution, and the data then helps refine that distribution. The choice of prior distributions, posterior updating, as well as dedicated computing techniques are introduced through simple examples. Bayesian methods for design, monitoring analysis for randomized clinical trials are taught in this class. These methods are contrasted with traditional (frequentist) methods. The emphasis will be on concepts. Examples are case studies from the instructors' work and from medical literature. R will be the main computing tool used."
SPH,SPH BS 857: Analysis of Correlated Data,"Graduate Prerequisites: SPH BS 805 and (SPH BS 852 or BS820); or consent of instructor. - The purpose of this advanced seminar is to present some of the modern methods for analyzing tricorrelated observations. Such data may arise in longitudinal studies where repeated observations are collected on study subjects or in studies in which there is a natural clustering of observations, such as a multi-center study of observations clustered within families. Students start with a review of methods for repeated measures analysis of variance and proceed to more complicated study designs. The course presents both likelihood-based methods and quasi-likelihood methods. Marginal, random effects and transition models are discussed. Students apply these methods in homework assignments and a project."
SPH,SPH BS 858: Statistical Genetics I,"Graduate Prerequisites: (SPHBS723 OR SPHBS730) or consent of instructor - This course covers a variety of statistical applications to human genetic data, including collection and data management of genetic and family history information, and statistical techniques used to identify genes contributing to disease and quantitative traits in humans. Specific topics include basic population genetics, linkage analysis and genetic association analyses with related and unrelated individuals."
SPH,SPH BS 859: Applied Genetic Analysis,"Graduate Prerequisites: SPH BS 723 or SPH BS 730; or consent of instructor. - Statistical tools used to perform genetic association analysis are used to help unravel the genetic component of complex diseases. Investigators interested in the genetic analysis of complex traits need a basic understanding of the strengths and weaknesses of these methodologies. This course will provide the student with practical, applied experience in performing genome wide association analyses (GWAS) and in using the results of GWAS to better understand the biologic basis of disease. Additional special topics may include analysis of mitochondrial DNA and genetic methylation. Special emphasis is placed on understanding assumptions and issues related to statistical methodologies. The course is taught in a computer lab; in-class time will include didactic lecture and hands on applications using the linux BU shared computing cluster (SCC), R, and specialized genetics software for homework assignments."
SPH,SPH BS 860: Statistical Genetics II,"Graduate Prerequisites: SPH BS858 or BS859; or consent of instructor - This course covers current topics in statistical genetics, with emphasis on how statistical techniques can be used with various types of genetics data to identify genes and genetic variants contributing to complex human diseases. Topics such as gene mapping in experimental organisms, advanced linkage analysis methods, statistical approaches for the analysis of genome-wide high density SNP scans in unrelated and family samples, post genome-wide association analyses and genetic risk prediction will be discussed."
SPH,SPH BS 861: Applied Statistics in Clinical Trials II,"Graduate Prerequisites: SPH BS851; or consent of instructor - This course covers a variety of biostatistical topics in clinical trials, including presentation of statistical results to regulatory agencies for product approval, analysis of safety data, intent-to-treat analyses and handling of missing data, interim analyses and adaptive designs, and analyses of multiple endpoints. Upon completion of the course, students will be able to make and defend decisions for many study designs and for issues faced when analyzing efficacy and safety data from clinical trials. Students will also be able to present, in a written format following standard guidelines accepted by the clinical trials' community, results of such efficacy and safety analyses to the medical reviewers and statistical reviewers of regulatory agencies."
SPH,SPH BS 862: Race and Racism in Biostatistics,"Prerequisites: SPHBS851 or 852. - This course examines the history of race and racism in the development and practice of biostatistics. We will: Study the foundations of demography and race as a categorization and social construct; Recount histories of Galton, Pearson, Fisher, and others as founders of biostatistics and proponents of eugenics; Examine the development of fundamental biostatistics methods (correlation analysis, regression, hypothesis testing) within the context of the times and beliefs of the founders of the field; Deconstruct the implications of race as a covariate or predictor in a model; Explore the impact of racism encoded in collected data and how to mitigate or overcome this bias; Discuss how statistics are wielded in modern discourse surrounding race and reflect on our authority and responsibility as data analysts"
SPH,SPH BS 880: Biostatistics Capstone: Design and Analysis of Investigations,"This course provides an overview of the biostatistician's role in a team science environment and will provide training in biostatistical research methods. Students will be introduced to the concepts and best practices for conducting reproducible research, gain experience integrating and applying biostatistical methods learned in the MS in Biostatistics required courses, and experience in communicating with statistical and non-statistical colleagues. This course is to be taken by current students in the MS in Biostatistics program during their final year in the program."
SPH,SPH BS 901: Directed Studies in Biostatistics,"Directed Studies provide the opportunity for students to explore a special topic of interest under the direction of a full-time SPH faculty member. Students may register for 1, 2, 3, or 4 credits of BS901 by submitting a paper registration form and a signed directed study proposal form. Directed studies with a non-SPH faculty member or an adjunct faculty member must be approved by and assigned to the department chair. The Directed Study Proposal Form lists the correct course number per department; students are placed in a section by the Registrar's Office according to the faculty member with whom they are working. Students may take no more than eight credits of directed study, directed research, or practica courses during their MPH education."
SPH,SPH BS 902: Directed Research in Biostatistics,"Directed Research sections in Biostatistics provide the opportunity for students to explore a special topic of Biostatistics research under the direction of a full-time SPH faculty member. Students may register for 1, 2, 3, or 4 credits. Directed studies with a non-SPH faculty member or an adjunct faculty member must be approved by and assigned to the department chair. To register, students must submit a paper registration form and signed directed research proposal form. Students are placed in a section by the Registrar's Office according to the faculty member with whom they are working. Students may take no more than eight credits of directed study, directed research, or practica courses during their MPH education."
SPH,SPH BS 910: Practical Training,"Completion of a minimum of 400 hours (for instance: 40 hours per week for at least 10 weeks) of practical training will be required to obtain the MS in Applied Biostatistics degree. Students are expected to register for this practical training during the summer term, as a final requirement for degree completion. Practical training can be based on extension of the research rotations, industry-based internships or employment in the field of biostatistics. Students are required to write a research paper based on the practical training."
SPH,SPH BS 980: Continuing Study in Biostatistics,"Graduate Prerequisites: For students in the doctoral program in Biostatistics who are approved for dissertation work. Students must be registered for this course b y the GRS Registrar. - Doctoral students in Biostatistics register each summer and fall for Continuing Study in Biostatistics until they have graduated from their doctoral program. Students will participate in a dissertation workshop and other activities while they are preparing their dissertation. Students are charged for 2 credits equivalent of tuition, for student medical insurance, and all relevant fees. They are certified full time. Students must be registered for this course at GRS."
SPH,SPH EH 705: Toxicology for Public Health,"Graduate Prerequisites: *Can^t be taken together for credit with SPH EH 768 - This course designed to introduce the basic concepts of toxicology to students from multiple fields and disciplines. The objectives of the first part of the course are to detail the routes of exposure to xenobiotics (chemicals and drugs) and to trace the pathways through which xenobiotics are absorbed, metabolized, distributed, excreted and biomonitored. In the second section of the course, we examine the effects of molecular/cellular changes on the function of key organ systems. Students are also introduced to regulatory toxicology and food toxicology. At the completion of the course students are expected to have an extensive toxicology vocabulary and a working knowledge of: 1) general toxicological principles, 2) inter-species and inter-individual differences in responses to toxicants, 3) the effects of several key toxicants on the normal function of several organ systems, and 4) the basic approach to regulatory toxicology. The overall objective of this course is to provide the student with an introduction to the language and principles of toxicology such that these principles may be applied to public health situations, as well as to efforts to improve sustainability and reduce toxics use, and be communicated to the general public."
SPH,SPH EH 707: PHYSIOLOGY FOR PUBLIC HEALTH,"This course provides a foundation in the basic mechanisms required for human health. Students will learn the fundamentals of human physiology, from the molecular/cellular level to the level of the various organs and organ systems. The integration of organ system functions to maintain good health is considered in depth. After completing this course, students will be able to participate knowledgeably in discussions of diseases of public health concern. Moreover, upon entering the workforce as practitioners, they will be able to effectively communicate with and educate the public about actually how public health activities and interventions serve to promote healthy lives. This course is designed for students who have little or no background in the biological sciences."
SPH,SPH EH 710: Physiological Mechanisms of Health and Disease,"This course provides students with a detailed working knowledge of the normal mechanisms of human body function in both health and disease states. It is most appropriate for MS and PhD students, though it is available to all undergraduate and graduate students. Physiological mechanisms are studied from the molecular level to the level of organ systems, and emphasis is placed on understanding how body processes are regulated and integrated so as to achieve homeostasis characteristic of a normal, healthy individual. Students will become acquainted with both the gross and histological anatomy of major organs. For each system covered, a case studies of a diseases of significant public health interest are used to reinforce application of basic physiological principles, and to acquaint students with physiological measurements commonly used in clinical settings. This course is recommended for all students who need a substantive understanding of human physiology for subsequent coursework. This course will be of special value to students whom expect their careers to involve close interaction with health care providers."
SPH,SPH EH 713: Essentials of Genetic Technologies and the Future of Public Health,"You are all behind! Science and technology change so fast that you can't possibly keep up...unless you take this course. The last 10 years has seen an explosion in genetics, molecular biology, and the understanding of how our environment influences disease. These stunningly rapid advances have important implications for future public health approaches. Therefore, an understanding of the principal concepts of how genetic technologies can be adapted for public health is critical to the public health practitioner. This course will equip students with the ability to understand the potential applications of emerging technologies for various health specialties. In particular, the course introduces the very basic concepts of biology and molecular genetics and investigates the use of powerful biologic technologies impacting public health including RNA COVID vaccines, cancer genomics, gene therapy, GMOs, stem cells, molecular footprinting of environmental chemical exposure, and mining of the human genome. Right to privacy, discrimination on the basis of genetic makeup, human cloning, modifying the human genome, patenting genetically modified animals, and other ethical issues related to emerging technologies are addressed. This course is negotiable by any student showing a high level of enthusiasm for scientific discovery."
SPH,SPH EH 720: Climate Change and Public Health,"Climate change is a defining challenge of our time. Since the 1970s the Earth has experienced steadily rising average temperatures, with associated increases in extreme heat events, sea level, storm intensity, and drought events. Downstream impacts affecting public health include catastrophic winds and floods, deadly heat waves, population displacement, crop failures and food insecurity, altered ecology of infectious organisms, and more intense air pollution and pollen. Mounting evidence has documented the adverse human health consequences of these changes, including how health effects are mediated by social and economic vulnerability factors. The course begins with lectures on climate science as it relates to patterns of weather extremes. It then examines the range of human health impacts that are associated with climate change, with emphasis on identifying vulnerable populations and communities. Specific topics include changes in air quality, natural ecosystems, water quantity and quality, food security, ecosystem services, and built infrastructure. Throughout, students will present case studies evaluating adaptation and mitigation strategies to prevent health problems resulting from climate-related environmental issues, with focus on the sustainability of interventions. Outside subject matter experts join the classroom to discuss their real-world involvement in climate change and public health."
SPH,SPH EH 722: Climate Change and Health Equity,"The root causes and upstream drivers of climate change and health inequities are often the same. Our energy, transportation, land use, building, food and agriculture and socioeconomic systems are key contributors to the pollution that leads to anthropogenic climate change and, at the same time, shape our urban and rural communities and living conditions. Global impacts of climate change on health are moderated by individual and community vulnerability and resilience. Health impacts may differ by place, race and income as a result of factors such as inequities in the distribution of economic power, historical disinvestment in some communities, discriminatory practices and policies over time, structural racism, higher pollution burdens and poor access to resources for health benefits and improvement. As a result, certain groups including children, the elderly, and communities of color are less climate-resilient and more vulnerable to the negative health effects of climate change. This course will explore the interconnections between climate change, health, and equity, with a particular focus on upstream interventions to mitigate climate impacts that may have co-benefits for health and equity. We will rely on examples within the US as well as globally, to provide multiple perspectives including from the global south."
SPH,SPH EH 727: Incorporating Health to Design Healthy and Sustainable Climate Solutions,"Despite the fact that the climate warming effects of carbon dioxide were discovered in 1856, policy action has been inadequate to reduce anthropogenic drivers of climate change. Emissions from the energy, transportation, building and agricultural sectors contribute to climate change; these sectors also contribute heavily to other harms to health, including through air pollution, physical inactivity, inadequate nutrition, and others. This class will use Health Impact Assessment, Risk and Exposure Assessment, and Life Cycle Assessment to explore how different societal and economic sectors contribute to climate change, positive and negative health implications of strategies to reduce greenhouse gas emissions from these sectors, and measures to help society adapt to climate change. We will then give students training in climate communication, policy, and politics to enable results to be used in climate policymaking. Students will learn about the strategies and tools to apply this knowledge to evaluate a climate mitigation or adaptation strategy of their choosing, and to develop an implementation plan."
SPH,SPH EH 730: Methods in Environmental Health Sciences,"This course is one of three foundational courses for the Environmental Health (EH) Certificate. Environmental health is a field of public health in which environmental hazards and health risks to populations are identified, assessed and managed through a data-driven process and sustainable alternatives are explored. This course extends the depth of concepts taught in the Core MPH curriculum and extends the breadth of topics to teach the scientific and policy aspects of a wide range of environmental health situations. In this course, we design and conduct a data collection and analysis effort that is suitable for rigorous analyses with the many tools commonly used in environmental health. The methods relevant to the field are taught in the context of the relevant environmental health issues of today. Students are well prepared for upper level environmental health courses and for success as public health professionals."
SPH,SPH EH 735: The Environmental Determinants of Infectious Diseases,"Graduate Prerequisites: SPH PH709 or EH710 or one year of college biology within last 5 years with a B or better - The environment is a key determinant of infectious disease burden in a population. This course presents an overview of how existing and, in particular, changing global environmental (physical, social, and behavioral) factors can affect the transmission cycle of infectious pathogens in both developing and industrialized countries. It examines issues of water, sanitation and hygiene in resource-limited settings that contribute to the enormous morbidity and mortality associated with childhood diarrheal diseases, and neglected tropical diseases (NTDs). It also explores how environmental alterations and natural disasters can result in ecological changes that impact the maintenance and spread of infectious diseases in a community. Sustainable environmental intervention strategies to reduce the burden of infectious diseases will be considered for each of the major diseases covered in class. This course is appropriate for MPH students and undergraduates."
SPH,SPH EH 745: Wastewater and Health/Sustainable Sanitation,"Graduate Prerequisites: EH 730 or consent of instructor. - This course provides students with an overview of the relationship between human health, ecological health, and sanitation. The different disposal and treatment methods for human excreta are described in their historical and political contexts. Related topics such as the land application of sewage sludge, the role of government agencies, nongovernmental organizations, and public health experts are presented as well as practical solutions toward sustainable sanitation. This course involves a group project and a paper."
SPH,SPH EH 750: Water Quality and Public Health,"Graduate Prerequisites: EH 730 or permission of the instructor. For undergrads, course in biol ogy or chemistry. - Adequate water supply and good water quality are critical to the public's health and for disease prevention. The processes for design and management of municipal treatment facilities and private water systems are examined -- with attention to climate change impacts. Considerations of historical contaminants (lead, cholera andfeces) and emerging contaminants (PFAS, pharmaceuticals and Harmful Algae) with regard to water treatment and sustainable solutions are emphasized. Water quality topics include standards and regulations and water quality analysis of drinking and surface waters. Social, political, and economic factors effecting water quality, treatment and access are discussed. Students are expected to participate in field sampling (during class time) in order gain useful skills."
SPH,SPH EH 757: Environmental Epidemiology,"Graduate Prerequisites: EH 730 or consent from instructor. - This course introduces students to epidemiologic investigations of environmental health problems, a fundamental tool for building a sustainable and healthy future. Topics include perennial subjects such as the health effects associated with air and water contaminants and occupational exposure, as well as newer issues such as endocrine and metabolic disruptors, PFAS ""forever chemicals"", chemicals in consumer products, exposure to mixtures of compounds and environmental epidemiology of pets. The course emphasizes epidemiologic methods, particularly exposure assessment, confounding, and sources of bias. Students gain experience in the critical review and design of related epidemiologic studies. This course counts as concentration credit for epidemiology concentrators."
SPH,SPH EH 768: Toxicology for Environmental Health and Epidemiology,"Graduate Prerequisites: *Can^t be taken together for credit with SPH EH 705 - The Global Burden of Disease analysis shows that environmental factors contribute substantially to morbidity and mortality worldwide. This course is designed both to introduce fundamental concepts in toxicology and to delve more deeply into the critical elements that are necessary to explain the responses of populations to environmental hazards, with an emphasis on chemicals. This course will provide students with the tools to identify toxicological data that support the biological plausibility of a chemical exposure leading to an adverse health outcome, which is critical to strengthening associations identified by epidemiological analyses. This in-depth introduction includes toxicokinetics and toxicodynamics. Particulate matter, arsenic and perfluoroalkyl substance exposures, along with others, will be used as examples to demonstrate how toxicity and carcinogenesis can be induced in representative organs systems, including the respiratory, endocrine/reproductive, immune, and nervous systems."
SPH,SPH EH 795: Urban Biogeoscience and Environmental Health: From Research to Policy,"This course prepares graduate students to address urban environmental challenges through hands-on training in a semester-long internship with the City of Boston, other cities, non-governmental organizations (NGOs), and/or private sector organizations to learn how cities are handling urban environmental challenges, including but not limited to mitigation and adaptation to climate change, protecting vulnerable populations from air pollution, and issues related to water quality and quantity. Additional requirements are one course in Biogeoscience (4 credits), one course in Environmental Health (4 credits), and one course in Statistics (4 credits)."
SPH,SPH EH 797: Urban Biogeoscience and Environmental Health Applied Research Methods,"This course prepares graduate students to address urban environmental challenges through hands-on training in a semester-long internship with the City of Boston, other cities, NGOs, and/or private sector organizations to learn how cities are handling urban environmental challenges, including but not limited to mitigation and adaptation to climate change, protecting vulnerable populations from air pollution, and issues related to water quality and quantity."
