college,title,description
KHC,KHC HI 102: The Culture of World War I,"Studies World War I through works of literature, art, and music. Themes include initial optimism, the brutal reality of the trenches, and consequences of the peace. Works by Owen, Sassoon, Brooke, Kandinsky, Picasso, Grosz, Stravinsky, Butterworth, Freud, West, Junger, Celine. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness."
KHC,KHC HI 104: Urban Youth in the Middle East,"Examines social, economic, political, religious, and gender issues urban youth in the Middle East face in the 21st century given the escalation of violence and the stark economic inequalities impinging upon them, but also the many new opportunities available. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Global Citizenship and Intercultural Literacy, Critical Thinking."
KHC,KHC HI 105: The Zapatista Rebellion,"This course will study the Zapatista Rebellion in Chiapas, Mexico, 1994--2010. Out of what processes and conditions did it grow, with what actions and imaginaries on the part of indigenous activists and communities, as well as their allies and opponents? Studying one major historical event in depth will enable us to consider different ways of seeing and interpreting the event and to consider what it means to undertake wide-ranging social inquiry. Effective Fall 2023, this course fulfills a single unit in each of the following BU Hub areas Digital/Multimedia Expression, Social Inquiry I, Critical Thinking."
KHC,KHC HI 107: Global History of a Movement,"It is difficult for us in our historical moment to discern the degree to which the social, political, economic, and intellectual life of the world was riven by conflicts between competing ideologies/movements as they imagined the future of the global system. Through careful attention to our shared archives of art, fiction, and primary-source texts, this course will explore movements like communism, feminism, and decolonization across time and space in order to understand these movements as global phenomena that continue to structure the unfolding of history in our present. Effective Fall 2023 this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness, Research and Information Literacy."
KHC,KHC IR 102: Spies and Terrorists of Boston,"Using an interdisciplinary approach, this course will examine various important, impactful, and, in some ways, underappreciated espionage activities and terrorist events that germinated, received support, or otherwise occurred in the Boston metropolitan area. Please note: This course requires students to (1) take a mandatory four-hour field trip of Boston spy sites with the professor on a weekend and (2) participate in three one-hour oral briefing practice sessions with the professor to be scheduled in the evenings outside of class. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Ethical Reasoning, Teamwork/Collaboration."
KHC,"KHC LW 102: Marriage, Families & Gender: Contemporary Legal and Social Controversies","This seminar will critically examine the family, marriage, and gender by asking several basic questions: What is family? What is marriage? Why do family and marriage matter to individuals and to society? What role does or should law have in supporting and regulating families and marriage? In defining parenthood? How do new technologies that provide new pathways to parenthood (assisted reproductive technology, or ""ART"") and new forms of control over reproduction (such as genetic testing and screening) pose ethical and legal challenges and how should law address those challenges? Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Ethical Reasoning, Social Inquiry II, Critical Thinking."
KHC,"KHC LW 104: Citizenship, Immigration, and the Constitution","In this seminar, we will examine constitutional questions concerning (1) the acquisition and loss of citizenship status, and (2) the privilege or right of entry into the United States. Throughout, we will consider the ethical and constitutional principles that have shaped rules governing national membership and entry into the United States. Effective Spring 2022, this course fulfills a single unit in each of the following BU Hub areas: Ethical Reasoning, Social Inquiry I, Critical Thinking."
KHC,"KHC MD 101: Fractured Lives and Bodies: Forensic Anthropology, Disasters, and Human Rights","This course will explore the roles and responsibilities of forensic anthropology - a sub-discipline of anthropology that addresses medico-legal issues - in the context of global disasters, forced and voluntary displacements and migrations, and human rights. Namely, what are the varied geopolitical contexts in which forensic anthropologists participate in humanitarian response? What are the ethical issues involved in humanitarian work? How does forensic science in global human rights contexts differ from local applications? How can forensic anthropology contribute to post- disaster recovery? Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry I, Global Citizenship and Intercultural Literacy, Critical Thinking."
KHC,"KHC MU 104: Race, Gender, Music, and the Making of Latin America","Students will examine the relationship between musical practice and ideas of race and gender in Latin America from the 16th century to the present day, with particular focus on the process by which music is enlisted in nationalist projects. They will consider the ways in which music dramatizes gender roles and relations -- of attraction, repulsion, and separation -- among people of European, African, Amerindian, and mixed descent in Latin American societies and discover music's role in projects of missionization, racial ""whitening,"" cultural nationalism, and cultural tourism. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Global Citizenship and Intercultural Literacy, Research and Information Literacy."
KHC,"KHC NE 102: Reading, Language, and the Brain","This course explores the scientific study of reading and language development--a richly multidisciplinary effort that bridges psychology, linguistics, neuroscience, and education--emphasizing the modern scientific effort to understand ""the reading brain"", the coordination of neural systems for vision, hearing, language, and memory. Specific topics include the history of writing, how different writing systems produce different reading brains, how brain injuries can result in specific impairments in language and reading, and how brain imaging is helping unravel the mystery of reading impairment. Effective Fall 2018, this course fulfills a single unit in the following BU Hub areas: Scientific Inquiry I, Social Inquiry I, Critical Thinking."
KHC,KHC NE 104: VISION & ART,"The course will guide students to learn about the neuroscience and neurology of eye and brain functions and disfunction and will discuss their relationship paintings. We will discuss the effect of eye and retinal diseases on the painting of Degas, Monet, ElGreco, Georgia O'Keefe, and the blind Turkish painter (E.Armagan) who sees by touch. Impairments of cortical visual functions will be associated with discussion of the paintings of great masters such as Rembrandt, Bacon, and Van Gogh. Virtual and real visits to Art Museums. Effective Spring 2022, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Scientific Inquiry I, Teamwork/Collaboration."
KHC,KHC PH 103: Seeing Poverty,"How do we understand poverty in modern America? Images of poverty might lead us to believe poverty is exclusively a problem of urban people of color, but what do historic and modern depictions of poverty in popular culture -- reality TV shows, or films tell us? How is data on poverty calculated and understood? This course will explore the ever-changing and ever-political sociological and public health issues of measuring poverty in America today. Using literature, film, photography, and public data sets, the course will explore the true meaning of ""poverty."" Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry I, The Individual in Community, Critical Thinking."
KHC,KHC PH 104: Planning to Fix Health Problems,"U.S. health care suffers anarchy because market competition and competent government action fail. Costs rise. Coverage and quality fall. You'll learn to prepare a plan to ameliorate a health problem by analyzing both its real causes and the efficacy/cost/political feasibility of possible remedies. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry I, Quantitative Reasoning I."
KHC,KHC PO 102: How to Change the World,"Explores how everyday people shape global politics, drawing on classic studies of political anthropology as well as more recent examples of transnational and digital activism. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Oral and/or Signed Communication, Research and Information Literacy."
KHC,KHC PO 103: Democracy and Capitalism in the United States,"In this class, we will look at the relationship between capitalism and democracy in the United States. In what ways are capitalism and democracy complementary? In what ways are they in contraction? To address these questions, we will explore some of the philosophical and historical roots of both concepts through a series of case studies. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Digital/Multimedia Expression, Philosophical Inquiry and Life's Meanings, Teamwork/Collaboration."
KHC,KHC PO 104: War and Memory in the American Experience,"This seminar examines three questions: How do we remember (and forget) war? Who does the remembering? What is the relationship between war memory and war making? The relationship between war and memory is explored via the American experience. Effective Spring 2023, this course fulfills a single unit in the following BU Hub areas: Historical Consciousness, Individual in Community, Creativity & Innovation"
KHC,"KHC PY 102: Chance, Fluctuations and Their Relevance to Our Daily Lives","Randomness is ubiquitous in our lives, from attending an outdoor concert when there is a 40% chance of rain to understanding the role of chance in income inequality. The purpose of this course is to introduce concepts and methods that will foster an understanding of chance and to provide the tools to draw informed conclusions from incomplete information. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry I, Quantitative Reasoning II, Critical Thinking."
KHC,KHC PY 104: Energy and Society,"""Energy powers the world."" This seminar explores that pithy statement, beginning with basic concepts and definitions. Students examine the history of human uses of energy, how energy arises in different realms (physical, chemical, biological), the primary sources of energy, how to transmit and store energy, and the politics of energy, seeking to answer the ultimate question: ""What should be the path forward to a sustainable, environmentally sound, equitable energy future?"" Students will demonstrate their understanding through problem sets/short essays, a mid-term exam, and a final project. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Ethical Reasoning, Scientific Inquiry II, Critical Thinking."
KHC,KHC RH 101: Serious Comics: Graphic Narrative and the Representation of History,"This course explores the use of nonfiction comics (also known as graphic narrative) to represent catastrophic history. Assigned texts include book- length works that use the comics form to depict the Holocaust, the Islamic Revolution, Hiroshima, the Bosnian War, the Israeli-Palestinian conflict, Hurricane Katrina, the AIDS epidemic, and 9/11. Throughout, we will consider the impact of the comics form on our understanding of devastating history. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Oral and/or Signed Communication, Creativity/Innovation."
KHC,KHC RH 102: A Nation Riven: Turbulence and Transformation in 1960s America and Today,"What can the social and political ferment of the Sixties teach us about the issues of the present day? Do the ideals of 1960s radicals still ring true? Why did the passage of the Civil Rights Act in 1965 lead to racial unrest rather than reconciliation, and how does this history resonate in the rhetoric of Black Lives Matter? Why did foundational American beliefs like Free Speech place idealists at odds with mainstream American society, and what lessons does the campus free speech movement of the 1960s have for student activists today? Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, The Individual in Community, Critical Thinking."
KHC,KHC RH 103: A Reexamination of Childhood through Children's Literature and Community-Based Learning,"How have authors of classic works of children's literature addressed the liminal space between childhood and adulthood? How might this study give us insight into our own experiences? By studying childhood at the intersection of children's literature and community-based learning, students will deepen their understanding of how individuals are shaped by the stories that define their childhood. The course traces the development of children's literature in Western culture from classic fairy tales to the development of the novel and short story to today's picture books. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, The Individual in Community, Critical Thinking."
KHC,KHC RH 104: The Pursuit of Happiness,"What is happiness? Can we hope to achieve it and how should we pursue it? We will study how happiness has been understood by different cultures over time, and students will engage with diverse authors and genres from scripture, philosophy, and social science. Students will write three essays, and keep a reading journal. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Digital/Multimedia Expression, Philosophical Inquiry and Life's Meanings, Critical Thinking."
KHC,KHC RH 105: The Lived City,"What makes cities thrive? How do cities foster community or how do they fail to do so? How does the way a city is built and designed inform these questions? Readings by some of the great urban thinkers and planners of the 20th century (Baudelaire, Benjamin, Wirth, Gehl, Whyte, Chakrabarti), case studies of urban activists and innovators (Riis, Olmsted, Jacobs), guided group walks of the city, and lessons in close observation, culminating in a creative map making project. Effective Fall 2022, this course fulfills a single unit in each of the following BU Hub areas: Digital/Multimedia Expression, The Individual in Community, Creativity/Innovation."
KHC,KHC RN 102: Sacred Spaces,"Comparative approach to sacred space in world religions, examining pilgrimage, shrine architecture, literary and artistic representations, living saints, and violent incidents. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Aesthetic Exploration, Critical Thinking."
KHC,KHC RN 103: Islam in the Eyes of the West,"An introduction to how and why Islam came to be viewed as a static, essentialized tradition opposed to the West. Covers Orientalist and neo- Orientalist debates about Islam and provides a historical survey of the texts, practices, and beliefs of the Islamic tradition, from the 7th century to the present, in the Middle East, South Asia, North Africa, and the U.S. through a study of the Quran, poetry, philosophy, and political treatises. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Global Citizenship and Intercultural Literacy."
KHC,KHC SM 102: Reforming the U.S. Health Care System,"In this seminar, students explore the U.S. health care system and those of six other nations, analyzing policy challenges through team projects that evaluate evidence-based reform strategies, and take into account economic, social, political, managerial, ethical, legal, and regulatory factors. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Global Citizenship and Intercultural Literacy, Research and Information Literacy."
KHC,KHC SO 102: Health Justice,"This course puts five pressing social problems related to human, animal, and planetary health under a microscope, examining the dynamics that led to these problems and innovative policies and practices that are being developed to address them. Effective Spring 2023, this course fulfills a single unit in each of the following BU Hub areas: Social Inquiry II, Digital/Multimedia Expression, Research and Information Literacy."
KHC,KHC ST 111: Studio 1,"In Studio I, Kilachand students hone their writing, critical reading and thinking, and analytical skills. Students explore fundamental ethical, aesthetic, and social concerns posed by challenging texts and events. They compose their own writing, with attention to the modes and genres of expression, media, and evidence appropriate to the goals of the piece and its designated audience. Students revise their writing with significant individual attention in conferences with their instructors. Students register for one section of Studio I in fall semester of their first year. Effective Fall 2018, this course fulfills a single unit in the following BU Hub areas: First-Year Writing Seminar."
KHC,KHC ST 112: Studio 2,"In Studio 2, Kilachand students hone their writing, critical reading and thinking, and research skills. Students learn the fundamental techniques of academic research, develop their own research projects, and write and revise a research paper. This project is developed in stages throughout the semester with significant individual attention in conferences with Studio instructors. Students register for one section of Studio II in spring semester of their first year. Effective Fall 2018, this course fulfills a single unit in the following BU Hub area: Writing: Research & Inquiry."
KHC,KHC TH 102: Aesthetics and Dance: Form and Structure,"This course looks at three major theories of art and applies them to dance. How do we view and perceive dance? The theories that provide us the most insight are the mimetic/representation, formal, and expression theories. While these theories have been in existence for centuries, we will use them to consider visual art, theater, and music, and then focus on dance. How is movement and gesture organized to tell a story, convey an idea and/or create an aesthetic experience? How do we make sense of this nonverbal form of communication and increase our appreciation for dance's power to engage? Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Creativity/Innovation."
KHC,KHC UC 104: The Ethics of Food,"Choices about what food to eat pervade our everyday lives. This course explores the ethics of such choices. We'll examine arguments for vegetarian and vegan diets, for eating organic, for eating local, and for restricting oneself to only humanely raised and slaughtered meat. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking."
KHC,"KHC UC 105: Liberty, Fanaticism & Censorship","From Socrates's execution for speech that 'corrupted the youth' and Jesus's crucifixion for claims that threatened empire to today's debates about cancel culture, disinformation, and social media censorship, questions about free speech and its political, ethical, and religious consequences have been central to western history. This course examines some of the enduring issues animating these questions with an eye to their ongoing significance. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking."
KHC,KHC UC 106: Biomedical Enhancement and the Future of Human Nature,"Biomedical technologies are increasingly being used to enhance the biological, cognitive, and psychological capacities of otherwise healthy human beings. Although the enhancement enterprise aims to increase levels of human wellbeing, it also raises a host of ethical concerns, such as worries that it will exacerbate inequality, undermine authenticity, devalue diversity, or even pose an existential threat to the human species. This course will survey the ethics of biomedical enhancements carried out through the administration of drugs, genetic modifications, and human-machine interfaces. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Ethical Reasoning, Critical Thinking."
KHC,KHC VA 104: More than a Face: What Masks Reveal,"Other faces, frames, transformations and disguises, masks speak to what it is to be human among other humans, unifying the body and the psyche in ways few objects do. Participants study the complexity of masks as a cross- disciplinary nexus. Effective Spring 2021 this course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Aesthetic Exploration, Creativity/Innovation."
KHC,KHC XL 103: Problems in Propaganda and Persuasion,"How does propaganda move people to action by appealing not to reason but to emotions? Theories and material from Germany, Russia, Poland, Italy, China, Japan, USA, the Middle East; totalitarian ruler-cult & mobilization for war; propagandistic use of media technologies. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness, Critical Thinking."
