college,title,description
LAW,LAW AM 790: INTELLECTUAL PROPERTY FOR LLMs,"In our modern global information economy, the law of intellectual property has taken on enormous importance to both creators and users. This course introduces students to the principles of trade secret, patent, copyright, and trademark law, and explores the ways in which those principles are shifting and adapting in response to new technology. The course will also focus on the international comparative aspects of intellectual property and address the practical application of key IP concepts for global practitioners. The course is open to LLM students in the ALP and IP programs, without prerequisite. No scientific or technical background is required."
LAW,LAW AM 791: IP FOR GENERALIST (LLM),"This 3-credit course will provide a pragmatic, hands-on, practice-oriented course for generalists, the part-time IP practitioner, and those planning a career in IP Law. Students will learn foundational principles of IP, with an emphasis on pragmatic skills development for advising clients and company personnel on best practices for protecting and getting the most out of emerging, software-centric technologies and innovations. The course will address identifying the best form of IP for protecting your company's or clients' most valued innovations; unique IP characteristics of emerging technologies; performing an audit of your company or clients' IP plan; and developing a playbook for implementing an IP Protection Plan to secure and optimize the company crown jewels. Grades will be based on graded assignments, paper or exam, good faith completion of ungraded assignments, and class participation. GRADING NOTICE: This course does not offer the CR/NC/H option. ATTENDANCE REQUIREMENT: Because the course involves regular in-class exercises, some of which are done in teams, and class participation is a significant component of a student's final grade, regular class attendance is essential and thus the course normally does not accommodate flexibility in attendance."
LAW,LAW AM 795: Intellectual Property Licensing in the Global Marketplace (LLM),"This course focuses on the major legal and practical issues related to intellectual property licenses in the global marketplace. Taught from the US practitioner's perspective, the class is specifically designed for foreign- trained lawyers who want to learn how to leverage intangible assets through intellectual property licensing transactions. We will cover patent, copyright, trademark and trade secret license agreements in a range of industries. Topics will include the scope and limitations of different licensing arrangements; crafting and interpreting licensing contract language; the relationship between licenses and transactions involving tangible assets; and licensing enforcement. We will explore the similarities and differences in licensing in the media, entertainment and technology industries; as well as licensing law and practice in foreign jurisdictions. In-class exercises and role plays will help students develop the practical skills needed to successfully draft and negotiate intellectual property licenses. PRE-REQUISITES (unless otherwise waived by the professor): Contracts; and either Intellectual Property (fall survey class) or the fall seminar, The Practice of U.S. Copyright and Trademark Law: Media and Entertainment Transactions. Enrollment is limited to 18 LLM in Intellectual Property Law and LLM in American Law students. **A student who fails to attend the initial meeting of a seminar (designated by an (S) in the title), or to obtain permission to be absent from either the instructor or the Registrar, may be administratively dropped from the seminar. Students who are on a wait list for a seminar are required to attend the first seminar meeting to be considered for enrollment."
LAW,LAW AM 797: LAW & TECHNOLOGY LLM,"Taught by Carolina Rossini, an internationally recognized and awarded professional with over 25 years of experience and a Global Council member for the World Economic Forum in the subject, this is the introductory course for candidates for the LL.M. at Boston University School of Law. This course is worth three (3) credits and is graded based on individual participation, group presentation, and a final opinion paper. This seminar brings an introduction to the field of internet and technology policy and regulation trends. It addresses the increasingly critical and complex legal and policy questions raised by advances in information technology, digital transformation, and the plataformization of the economy, with a special focus on internet governance, social media, fintech, and health. The discussion will always occur against a backdrop of international geopolitics, and economic and sustainable development. Examples of issues covered include internet governance, cybersecurity, NFTs, platforms, algorithms and more. While each topic that we will cover should merit a full course, this Seminar will offer a high-level, integrated view of core current technology policy and normative trends. It will provide enough information, bibliography, field actors identification and networking opportunities for students, and empower them to build their own life-long learning experience if wished. ** A student who fails to attend the initial meeting of a seminar (designated by an (S) in the title), or to obtain permission to be absent from either the instructor or the Registrar, may be administratively dropped from the seminar. Students who are on a wait list for a seminar are required to attend the first seminar meeting to be considered for enrollment."
LAW,LAW AM 812: CONTRACTS FOR LLMs,"This course will use the case method to examine legal and equitable remedies for enforcing contracts, determining what promises are enforceable, elements of assent, standards of fairness and restrictions on bargaining process, and tests for performance and breach. Designed for students preparing to sit for the bar, this course will focus on those areas emphasized on the multi-state, New York, and Massachusetts bar exams. GRADING NOTICE: This class will not offer the CR/NC/H option."
LAW,LAW AM 813: CONTRACT LAW PRACTICE,"This is an introductory course on US contract law specifically designed for foreign-trained LLM students from civil law traditions. Its goal is to prepare non-common law lawyers to work effectively with US counsel when structuring and negotiating contractual terms and provisions. The class brings a practical perspective to the topics covered in a traditional first-year contracts course: the fundamentals of contract formation, enforceability, defenses to enforceability, interpretation, performance, conditions, third party rights, damages, and other remedies. In addition to receiving foundational exposure to the main U.S. contract law topics, students will examine how contract law principles affect real-world US legal practice in a range of settings. Comparisons to civil law traditions will be made to elucidate doctrinal concepts and practice considerations. As a result, students will gain a deeper understanding of the practical and cross-cultural issues to consider when working with (or against) US counsel. Enrollment is limited to LLM students from non-common law backgrounds who have not taken the fall semester four- credit JD or LLM contracts class."
LAW,LAW AM 815: CORPORATIONS FOR LLMs,"Course about the legal structure and characteristics of business corporations. Topics include the promotion and formation of corporations; the distribution of power between management and shareholders; the limitations on management powers imposed by state law fiduciary duties and federal securities laws; shareholder derivative suits; capital structure and financing of corporations; and fundamental changes in corporate structure, such as mergers and sales of assets. The course serves as a PREREQUISITE to advanced courses. GRADING NOTICE: This class will not offer the CR/NC/H option."
LAW,LAW AM 817: CORPORATE FINANCE FOR LLMs,"Understanding how businesses raise money to fund their operations is essential for any transactional lawyer. This is a survey class for international LLM students on the foundations of corporate finance -- its functions in a corporation and the underlying principles of contract and corporate law that influence the structure of basic corporate finance instruments, i.e., stock, preferred stock, varieties of debt, and other aspects of capital raising for public and privately held companies. The seminar will introduce students to basic US and international accounting principles, fundamental financial statements, concepts underlying the time value of money, interest rates, the valuation of companies, and mergers and acquisitions. The focus will be on understanding the business functions of these instruments; the choices that business managers must make between different ways to raise capital; and the legal dimensions of corporate finance instruments that international corporate lawyers must know in order to advise business clients interested in doing business in the US. The course will also discuss the financial markets in which capital is raised. Prior coursework in accounting, while helpful, is not required. Basic concepts from finance, such as risk, return, control, cost of capital, diversification, etc., will be introduced conceptually rather than through using finance math. In addition, the course will have distinctly legal and practical component, exposing students to how corporate finance is captured in contractual documents. CO-REQUISITE: Corporations. Students with strong backgrounds in business or finance may find that this course is too elementary for them; they might consider JD corporate Finance instead. Limited to 25 LLM in American Law Program students. ** A student who fails to attend the initial meeting of a seminar (designated by an (S) in the title), or to obtain permission to be absent from either the instructor or the Registrar, may be administratively dropped from the seminar. Students who are on a wait list for a seminar are required to attend the first seminar meeting to be considered for enrollment."
LAW,LAW AM 891: NEGOTIATION FOR LLMs,"Whether you are a litigator, dealmaker or in-house counsel, your performance will turn in large part on your ability to negotiate effectively. The goal of this course is to improve your effectiveness as a negotiator. Students will engage in a series of negotiation exercises (i.e., role plays) through which they can develop and hone their skills and approaches to negotiation. Discussion and short lectures will accompany the role-plays, as appropriate. There will be short written assignments (3-5 pages) as well as a longer paper (12-15 pages) due at the end of the semester. No final exam. ENROLLMENT LIMIT: 12 students. GRADING NOTICE: This class does not offer the CR/NC/H option. RESTRICTION: Students may not enroll in Negotiation for LLMs (JD891) and Negotiation (JD921) and Alternative Dispute Resolution (JD881). **A student who fails to attend the initial meeting of a seminar (designated by an (S) in the title), or to obtain permission to be absent from either the instructor or the Registrar, may be administratively dropped from the seminar. Students who are on a wait list for a seminar are required to attend the first seminar meeting to be considered for enrollment."
LAW,LAW AM 892: LEGAL INTERVIEWING & CLIENT COUNSELING,"This is a practical skills seminar designed to introduce LLM students to the theory and practice of legal interviewing and client counseling. Through a combination of classroom discussion, readings, reflective writing, simulations and role-plays, students will learn the skills and techniques lawyers use to help clients make sound decisions. These include: identifying and obtaining relevant facts; effectively formulating questions; actively listening; identifying legal problems; clarifying client needs and objectives; formulating potential strategies; assisting clients in evaluating options; and communicating difficult information to clients, in litigation and transactional contexts. This course will provide opportunities for experiential learning, allowing students to develop and practice interviewing and counseling in real- world contexts. Enrollment limited to 18. **A student who fails to attend the initial meeting of a seminar (designated by an (S) in the title), or to obtain permission to be absent from either the instructor or the Registrar, may be administratively dropped from the seminar. Students who are on a wait list for a seminar are required to attend the first seminar meeting to be considered for enrollment."
LAW,LAW AM 893: Effective In-House Legal Counsel,"This course will introduce internationally-trained LLM students to the roles and responsibilities of in-house legal counsel. Students will investigate the skills and characteristics that contribute to successful and effective practice as an in-house counsel and explore the similarities and differences between in- house legal practice and outside legal practice. Topics covered during the course will include: the relationship between in-house counsel and his/her client; in-house counsel's role in adding value to his/her organization; advising and counseling clients; fact gathering and investigation; managing an in-house legal practice; selecting and managing outside counsel; and the ethical challenges of in-house counsel. This will be a hands-on course focused on practice skills development. In role plays, students will step into the shoes of in-house counsel to address a variety of situations in which an in- house counsel would be expected to act. ** A student who fails to attend the initial meeting of a seminar or to obtain permission to be absent from either the instructor or the Registrar may be administratively dropped from the seminar. Students who are on a wait list for a seminar are required to attend the first seminar meeting to be considered for enrollment."
LAW,LAW AM 895: IMMIGRATION LAW FOR LLMs,"This 2-credit course is designed to give the student an overview of U.S. immigration law. The focus is on the day-to-day practice of immigration law, including an examination of the substantive and procedural aspects of this practice. Topics covered include power of the Congress to regulate immigration; the effect of politics on immigration policy; nonimmigrant and immigrant visa classifications; the law of asylum; the intersection of immigration law and criminal law; grounds of removal from the United States; relief from deportation, immigration court representation and access to justice; and the law of naturalization and derived citizenship. There are no prerequisites for this course. There is no writing requirement, but there will be weekly quizzes and a final examination. Class attendance and participation are essential. GRADING NOTICE: This course does not offer the CR/NC/H option. RESTRICTION Students may not enroll in both Immigration Law for LLMs and Immigration Law: LAW JD 968."
LAW,LAW AM 911: Practice of US Copyright and Trademark,"This seminar will provide foreign-trained lawyers with a practical overview of American intellectual property concepts in copyright and trademark as well as rights of privacy and confidentiality in their application and negotiation strategies in media and entertainment transactions. The course will study and analyze contracting/licensing from both a commercial and content creators' perspective. Focused on media and entertainment transactions, students will review, analyze, negotiate and draft agreements among which may include brand sponsorship, trademark licensing and product placement, content distribution, personal services for talent, such as music and TV/video production, and licensing music and clearance of rights for film and TV. Students will receive exposure to how the protection of intangible assets can further a variety of business strategies, as well as the client counseling issues to consider. International comparative analyses of concepts and strategies will be presented where applicable. Students will be evaluated based on their class participation and performance on drafting assignments, negotiation exercises and a final capstone project. Co-Requisites: Contracts; a survey IP class and/or prior exposure to copyright and trademark concepts is highly recommended. Limited to 18 LLM students. ** A student who fails to attend the initial meeting of a seminar (designated by an (S) in the title), or to obtain permission to be absent from either the instructor or the Registrar, may be administratively dropped from the seminar. Students who are on a wait list for a seminar are required to attend the first seminar meeting to be considered for enrollment."
LAW,LAW AM 912: Entertainment Law: A Transactional Perspective for LLMs,"This seminar presents a survey analyzing the various transactions in the entertainment industries, primarily focusing on the music industry and crossing over to related areas.   Topics include personal management agreements, TV talent Agreements, literary publishing agreements, exclusive recording agreements, music production agreements, talent agencies and talent agency agreements, music publishing, contracting with minors, business organizations and new technologies. Students will also negotiate transactions and draft contracts. Grades will be based upon class performance in connection with assigned projects.  Limited to 25 LLM students.  ** A student who fails to attend the initial meeting of a seminar or to obtain permission to be absent from either the instructor or the Registrar, may be administratively dropped from the seminar. Students who are on a wait list for a seminar are required to attend the first seminar meeting to be considered for enrollment."
LAW,LAW AM 955: ADR FOR LLMs,"The goal of this course is to improve the ability of internationally-trained LL.M. students to resolve disputes and to productively engage in conflict. In this highly interactive class, students will examine a variety of dispute resolution processes, other than traditional court adjudication, including negotiation, mediation, arbitration, dispute system design and restorative justice. Over the course of the semester, students will engage in a series of exercises (i.e., role-plays) through which they can develop and hone their skills and approaches to dispute resolution. Discussion and short lectures will accompany the exercises, as appropriate. There will be a series of short written assignments (2-3 pages). No final exam. ENROLLMENT LIMIT: 18 students."
LAW,LAW AM 982: INTERNATIONAL M&A FOR LLMS,"This course will give students a detailed introduction to the knowledge and skills necessary for an international M&A lawyer to guide clients through a typical cross-border M&A transaction. The course will have two distinct parts: (1) a deep dive into the key M&A contractual language (and underlying theories) that get negotiated in most transactions (including purchase price adjustments, indemnities, covenants, representations and warranties, and other key terms) and (2) navigating through each step in the deal process (including initial term sheet negotiations, due diligence, regulatory and third-party approvals, definitive agreement negotiations, closing mechanics, and other key steps). There will be an emphasis on underlying business principles that are common across different jurisdictions (e.g. U.S., U.K/Australia, EU/civil law countries, Africa, India, China, Japan, Asia-Pacific and other jurisdictions). Students will engage in case study hypotheticals involving real-life deals, which will be used to demonstrate the strengths and weakness of common strategies employed by law firm, in- house and other transactional lawyers. PRE- or CO-REQUISITE: CORPORATIONS. This course is open to LLM in American Law Program students."
LAW,LAW AM 983: INTL HUMAN RIGHTS IN PRACTICE,"This 3-credit seminar will provide an overview of international human rights advocacy beginning with the history of the international human rights movement and different theoretical perspectives about human rights advocacy. The seminar will also analyze the process by which human rights law is made, the various human rights actors and stakeholders, and the interplay between international human rights mechanisms and domestic legal systems and movements. Throughout we will consider what makes for effective human rights advocacy and what are the major critiques of the human rights movement. In order for students to develop the skills necessary to become practicing human rights lawyers and activists, the seminar will also include skills-oriented sessions and case rounds. Class exercises and simulations will help foster the development of lawyering and advocacy skills. Case rounds will give students the opportunity to present on their work, reflect on theory and practice, and solicit class feedback and discussions about challenges faced in their projects. GRADING NOTICE: This course does not offer the CR/NC/H option. ATTENDANCE REQUIREMENT: Because the course involves regular in-class exercises, some of which are done in teams, and class participation is a significant component of a student's final grade, regular class attendance is essential and thus the course normally does not accommodate flexibility in attendance. RESTRICTION Students may not enroll in both International Human Rights in Practice and International Human Rights (S): LAW JD 991"
LAW,LAW BK 903: INTERNSHIP,"This course seeks to give students real world experience in the practice of financial services law by immersing them in the day-to-day operations of a law firm, financial services organization, financial nonprofit entity or regulatory agency. Students are expected to work under the supervision of a professional, approved by a Financial Services Law Internship faculty member, who will ensure that the students have a meaningful, relevant and rigorous experience. It is expected that the Internship will involve a minimum of ten hours workplace experience per week. The Graduate Banking Program will exercise its best efforts to arrange relevant internships with entities involved in providing financial services. The Graduate Banking Program will also review and incorporate in the Internship course, appropriate internship opportunities arranged by the student which meet course requirements. Participation is subject to availability of positions and a matching of student interests, prior course work and language skills with the needs of the internship providers."
LAW,LAW BK 905: DERIVATIVE PRODUCTS,"This course will introduce students to the basic economics and business purposes of a variety of derivative instruments and transactions, both exchange-traded and privately traded, and to the laws and regulations governing derivative activities and transactions. Derivatives covered will include futures, forwards, options and swaps in the interest-rate, currency, credit, equity, commodity, energy, weather and environmental areas. Students will also learn key issues and choices that arise in negotiating derivative transactions. The course will cover the increasing intersection of derivatives, cryptocurrencies and distributed ledger (blockchain) technologies, and the related rapidly changing regulatory landscape. We will discuss the treatment of derivatives in bankruptcy and financial crises, and the public-interest uses of derivatives. Finally, current ""hot topics"" in commodities and derivatives regulation and negotiation will be discussed. 2 credits."
LAW,LAW BK 911: VENTURE CAPITAL FINANCING,"This two-credit course will provide an introduction to the legal and economic aspects of venture capital fund formation and venture capital financing transactions with the goal of familiarizing students with the legal agreements used to document these transactions; the course will be taught from a practical perspective in order to better prepare students who intend to pursue careers in transactional law. Through a combination of lectures and in-class exercises, the course will cover the entire life cycle of the formation and fundraising of both venture capital funds and entrepreneurial business ventures, focusing on the function of the most common transaction documents, the economic and/or legal purpose of the provisions contained within these documents and alternative approaches to address specific situations."
LAW,LAW BK 912: INTRO TO AMERICAN LEGAL SYSTEM,"This course is designed to provide foreign graduate students with a general overview of the American legal system and as a preparatory bar course. The topics include:American common law, federalism, and judicial review; the Bill of Rights and Reconstruction Amendments; freedom of speech, press, and religion; criminal law and the 4th, 5th, 6th and 8th Amendments; property law; torts and civil remedies; contracts; professional responsibility; and the role of juries and the judiciary. The course grade is based on two short writing assignments, an online midterm, and online final exam, and class participation. Foreign- educated students planning to sit for a bar examination, especially the New York State Bar Examination, must take this course, which is only offered in the fall semester.Students who have completed the LECP will find some subject overlap between this course and their previous coursework, but largely different course materials."
LAW,LAW BK 916: COMPLIANCE WITH US INSURANCE REGULATIONS,"This course will begin with a look at the legal and regulatory environment (federal and state) governing the insurance industry and how insurance companies organize themselves to operate within that environment. It will address how insurance companies and other industry participants comply with state licensing and financial solvency rules as well as state market conduct rules (including rate setting and policy forms). It will also examine what happens when an insurance company becomes financially distressed or insolvent and how unlicensed persons and entities involved in aspects of the insurance industry comply with state insurance rules. Special attention will be paid to recent federal and state developments regarding healthcare insurance. The course will also briefly cover developments in international insurance regulation as they affect U.S. insurers, and the regulation of cyber technology such as computer modeling and blockchain in insurance operations."
LAW,LAW BK 917: LESSONS FROM MAJOR COMPLIANCE FAILURES,"The course will examine the stages of a significant compliance matter through a series of case studies of actual matters in various banking and financial services companies in recent years. Upon successful conclusion of this course, a student will be able to: (a) understand the different stages of a significant compliance failure at a financial services institution from initial discovery through investigation, remediation and on to final resolution, (b) understand the principal considerations and decisions that need to be made at each stage of the process, (c) formulate a plan to investigate allegations of wrongful behavior or practices, (d) determine what communication with regulators, boards of directors, and other stakeholders may be appropriate, (e) understand the principles for a successful remediation of a compliance failure, and (f) have a basic understanding of the statutory enforcement powers of the US financial regulators."
LAW,LAW BK 918: INVESTMENT COMPANIES COMPLIANCE,"The focus of this course will be on the Investment Company Act of 1940 (the '40 Act) and the roles and responsibilities of the Chief Compliance Officer and the Compliance Department with regards to U.S. Registered Mutual Funds. This is a ""how to"" course and is structured to add value to each student's career and to the firms they work for. Students will learn key portions of the '40 Act as well as the ""process of compliance"". By the end of the course students will know: how to create and manage an effective mutual fund compliance program; write rule inventories and risk assessments; develop policies and procedures and surveillance activities; understand critical disclosure documents; navigate a routine SEC examination; and be familiar with recordkeeping requirements. Students will also learn how the CCO and the Compliance Department work closely with the Mutual Fund Board and the fund's Service Providers."
LAW,LAW BK 924: FUNDAMENTALS OF COMPLIANCE,This course introduces the core requirements and foundational concepts relating to a financial services compliance program. The core requirements of a compliance program include: the designation of a compliance officer and compliance committee; implementation of written policies and procedures; conducting effective training and education; developing effective lines of communication; conducting internal testing; enforcing standards through well- publicized disciplinary guidelines; and responding promptly to detected problems with corrective action. The course will also address foundational concepts in contemporary compliance practice including the role and responsibilities of the compliance officer; the role of the compliance department within the organization; the importance of a compliance culture; the concept of tone from the top; and the importance of a strong culture of collaboration with internal stakeholders. Offered only in Fall 2020.
LAW,LAW BK 925: BANKING STRUCTURE AND REGULATION,"This course provides an introduction to and overview of the banking and financial services industry under US law and where US laws intersect with international banking supervision structures and principles. The course focuses on US banking structures and regulations, with an emphasis on the public or regulatory policies behind the laws and regulations. Recent US legislation in the Dodd-Frank Act and recent international reform initiatives such as Basel III receive close scrutiny. The course addresses a range of safety and soundness rules, permissible activity issues, chartering and merger activity procedures and capital and liquidity requirements. The course also addresses administrative procedures including bank examination and supervision, the regulatory supervisory process and bank enforcement actions. Students are asked to do significant reading and to participate in classroom discussion about course subject matter and to be aware of current developments in the financial services industry. This is a required course for all students studying for the degree of Master of Laws in Banking and Financial Law."
