college,title,description
SSW,SSW CP 803: Clinical Practice with Adult Trauma,"Graduate Prerequisites: (SSWCP755 & SSWCP756 & SSWCP757) For Traditional Track and HSE Students ; Graduate Corequisites: (SSWCP755 OR SSWCP756 OR SSWCP757)For Advanced Standing Students - Students learn different theoretical approaches to trauma and examine clinical strategies for intervening with traumatized adults from diverse backgrounds. Sources of trauma including natural disasters, the refugee and immigrant experience, interpersonal violence, and the accumulation of traumatic events over the life span are discussed in terms of their physical and emotional consequences. Students examine diagnostic issues including PTSD and complex PTSD, and co-occurring psychiatric disorders. Evidence-based interventions and emerging areas of practice with traumatized adult populations will be highlighted. Larger social, cultural and political forces are considered in shaping both exposure to and recovery from traumatic stressors. Finally, the impact of trauma work on clinicians and strategies for self-care and reducing burnout will be a theme of the course."
SSW,SSW CP 804: Clinical Practice with Childhood Trauma,"Graduate Prerequisites: (SSWCP755 & SSWCP756 & SSWCP757) For Traditional Track and HSE Students ; Graduate Corequisites: (SSWCP755 OR SSWCP756 OR SSWCP757)For Advanced Standing Students - Students develop or deepen a working knowledge of different theoretical approaches to trauma and traumatic impact and examine clinical strategies for intervening with traumatized children and adolescents. Multiple types of trauma will be considered ranging from single-incident events to chronic, complex, and developmental trauma. Diagnostic issues, current controversies in the trauma field, and emerging areas of practice with traumatized children and adolescents will be discussed. Emphasis is placed on applying a developmental perspective and on current knowledge regarding the neurobiology of attachment, regulation, and traumatic impact in children and adolescents as the foundation for trauma- focused practice. Students will learn about phase-oriented treatment and study evidence-based models for children from birth through adolescence. Student learning and in-class exercises will focus on developing the specific skills for each model and on case formulation and presentation."
SSW,SSW CP 806: Theory and Practice with LGBTQ Populations,"Graduate Prerequisites: (SSWCP759 & SSWCP770 & SSWCP771 & SSWCP772) or permission of department chair. - This is a three credit, advanced practice course which will employ affirmative models of social work practice with LGBTQIA+ individuals, families, and communities. The course builds on CP755 and CP757 (which are recommended but are not prerequisites for this course) in helping students refine their assessment and intervention skills with this particular population. Further, this course helps students apply knowledge of Narrative, trauma-informed, harm reduction, psychodynamic, and self-in-relation approaches to LGBTQIA+ populations. The ecological, Liberation Health, minority stress and strengths-based approaches will provide the theoretical framework for this course, as well as queer theory and constructionist ideas. Course content will be organized within the following five domains: (1) postmodern perspectives on gender and sexual identity and orientation; (2) developmental models for identity development; (3) affirmative social work practice with LGBTQIA+ populations; (4) intersectionality, race and ethnicity, families, youth, and aging; and (5) specific challenges facing the LGBTQIA+ communities such as trauma, intimate partner and community-based violence, substance misuse, HIV/AIDS, and how to make agencies safe for LGBTQIA+ clients and staff. Material for this course will include theoretical readings, relevant research, first person narratives, movies, and expert speakers representing human service agencies serving LGBTQIA+ individuals and families."
SSW,SSW CP 807: Clinical Practice with Older Adults,"Graduate Prerequisites: (SSWCP755 & SSWCP756 & SSWCP757) For Traditional Track and HSE Students ; Graduate Corequisites: (SSWCP755 OR SSWCP756 OR SSWCP757)For Advanced Standing Students - This course reviews life cycle and other developmental theories informing clinical practice with aging populations. Discussion highlights the impact of poverty, racism, ageism, and changing economics on the bio-psycho-social phenomenology of aging in urban environments. Special issues related to mental health, substance abuse, and cognitive impairment in this population are reviewed. Students learn methods for interviewing, assessing, diagnosing and intervening with older people, their families, and their networks are taught through case analysis and role play."
SSW,SSW CP 809: Substance Use Disorders: Assessment and Intervention,"Graduate Prerequisites: (SSWCP755 & SSWCP756 & SSWCP757) For Traditional Track and HSE Students ; Graduate Corequisites: (SSWCP755 OR SSWCP756 OR SSWCP757)For Advanced Standing Students - The course is designed to teach the basic foundations of how to understand and work with individuals with unhealthy substance use. A multi-level approach will be used to examine individual and social influences on unhealthy substance use. Students will learn evidence-based methods for screening, assessment, diagnosis, and intervention for substance use ranging from unhealthy to meeting criteria for substance use disorder (SUD), as well as harm reduction approaches. A social justice lens will be used to analyze the issues and problems associated with unhealthy substance use. The course builds on CP756: Social Work Practice with Individuals and CP757: Social Work Practice with Families and on CP 781, Clinical Assessment and Intervention, in teaching Motivational Interviewing (based on Rogerian and behavioral approaches) and relapse prevention (based on cognitive behavioral therapy). Teaching methods include lecture, small group activities, skill practice, video demonstrations, and case study analysis."
SSW,SSW CP 814: Advanced Trauma Seminar,"Graduate Prerequisites: (SSWCP755 & SSWCP756 & SSWCP757) For Traditional Track and HSE Students ; Graduate Corequisites: (SSWCP755 OR SSWCP756 OR SSWCP757)For Advanced Standing Students - The Advanced Trauma Seminar is designed for students to deepen their knowledge of the impact of trauma, increase their skill set in the treatment of diverse people who have experienced trauma, and examine the impact of systems and societal inequality on both people who have experienced trauma and their related clinical care. Multiple conceptualizations of trauma, inequality, and mental health will be discussed, with associations between micro- and macro-level harm and healing being emphasized. This course builds on CP 803 & CP 804, with emphases on critical thinking as it relates to relational harm and healing. Foundations of the course include respect for client agency and autonomy, as well as institutionalized self-care. We will contextualize trauma-related mental health through examining intersectionality, sexual violence, relational harm of interpersonal trauma, and marginalized perspectives on mental health and healing. We will additionally focus on relational approaches to therapy and addressing systems of oppression within therapy. Finally, we will revisit ethics in therapy and identify social workers' roles in advocating for social justice for their clients through macro-level change."
SSW,SSW ET 753: Ethics and the Social Work Profession,"This required seminar is intended to inspire the moral imagination of social work students, and prepare them for competent and compassionate ethical practice as professionals. Ethics and the Social Work Profession (ET 753), examines the issues of social work professionalism, the process of becoming a social work professional, the tensions inherent in the goals of social work, and the ways these interrelate to produce conflicts of values and ethics in social work practice. The course focuses on acquiring and practicing the skills of ethical decision-making, including values clarification, application of ethical theory, utilization of codes of ethics, and models of ethical analysis. Both clinical and macro aspects of social work are explored, with an emphasis on the contemporary challenges of practice in multicultural and urban settings. Issues of self-care, impairment, licensure, malpractice, whistle-blowing and other professional challenges are explored. The course is set in the advanced curriculum as an integrative capstone, designed to be concurrent with the student's final semester in the MSW program."
SSW,SSW FE 800: Integrative Field Seminar,Graduate Prerequisites: Required of Charles River students in their first placement. OCP stude nts should consult their program director. - The focus of this seminar is professional development and the role of the social work intern in the agency. The seminar meets several times each semester. Instructor sets schedule. Attendance is required.
SSW,SSW FE 801: Field Education 1,Graduate Corequisites: (SSWFE800) - Required of all students in their first semester of the first (foundation) field placement. Also required to be registered for a methods course.
SSW,SSW FE 802: Field Education 2,Graduate Corequisites: (SSWFE800) - Required of all students in their second semester of the first (foundation) field placement. Also required to be registered for a methods course.
SSW,SSW FE 803: Field Education 3,Graduate Prerequisites: Required of all students. - Required of all students in their first semester of the standard second (advanced) field placement. Also required to be registered for a methods course.
SSW,SSW FE 804: Field Education 4,Graduate Prerequisites: Required of all students. - Required of all students in their second semester of the standard second (advanced field placement). Also required to be registered for a methods course.
SSW,SSW FE 805: Advanced Field Placement: Non-Standard 1,First semester of non-standard advanced placement (i.e. 12 month or modified block)
SSW,SSW FE 806: Advanced Field Placement: Non-Standard 2,Second semester of non-standard advanced placement (i.e. 12 month or modified block)
SSW,SSW FE 807: Advanced Field Placement: Non-Standard 3,Third semester of non-standard advanced placement (i.e. 12 month or modified block)
SSW,SSW FE 808: Field 4/2 May-May,FLD 4/2 MAY-MAY
SSW,SSW FE 818: Field Education 3,FIELD ED 818
SSW,SSW FE 819: Field Education 2,FIELD ED 819
SSW,SSW FE 820: Field Ed 820,
SSW,SSW FE 821: Field Ed 821,
SSW,SSW FE 822: Field Ed 822,
SSW,SSW FE 823: Field Ed 823,
SSW,SSW FE 824: Field Ed 824,
SSW,SSW FE 825: Field Education,FIELD ED 825
SSW,SSW HB 720: Human Behavior in the Social Environment,"Graduate Corequisites: Graduate Corequisites: HB 735; Or permission of department chair. Requ ired of all students. - Human Behavior in the Social Environment (HBSE) is designed to help you chart a knowledgeable course through the complexity of human experience. We will explore a select set of theories that help us understand how individuals and communities develop and interact. Because empathic and skillful interventions with individuals, groups, and communities require understanding ourselves as well as others, the course provides an opportunity for increased self-awareness. At the beginning of the course, we focus on the key theories that help us understand the dimensions and expression of human behavior in the social environment. This discussion is followed by an examination of how dimensions of culture and cultural contexts can shape individuals values, beliefs, worldviews, and identities, all of which play a role in the helping process. Through discussion and analysis, we will explore areas of universality and difference in the context of gender, race, ethnicity, sexual orientation, spiritual beliefs, and socioeconomic class, as well as the realities and influence of multiple forms of oppression. Finally, we will examine human development throughout the lifespan, considering the developmental scientific knowledge base regarding opportunities and vulnerabilities during the different stages of the lifecycle, and the biopsychosocial and cultural factors that can influence individual development. HB 720 constitutes the foundation course in the human behavior department and is the underpinning of all courses in the HBSE sequence. The ability to analyze human behavior in the social environment, drawing from theoretically and empirically-grounded evidence bases, is essential for social work practice, whether the primary focus is clinical or macro. Social work has a distinct perspective that emphasizes the interconnection between individuals and their environments. The framework draws from other disciplines, including anthropology, economics, psychology, biology, and sociology. The course will provide an understanding of the interactions among biological, social, and psychological, and cultural systems. Forces that facilitate optimal growth and development will be contrasted with forces that impede development. The course will build on your undergraduate knowledge of basic human behavior theories, adding theoretical breadth, critical contextualization, and professional application."
SSW,SSW HB 723: Assessment and Differential Diagnosis with Adults,"Graduate Prerequisites: SSW HB 720 or permission of department chair. - The goal of this course is to provide students with a framework for understanding human behavior when challenges to healthy adult functioning overwhelm coping mechanisms and resources. A biopsychosocial model of psychopathology is emphasized as we study some of the disorders classified in the DSM-5, including anxiety disorders, mood disorders, psychotic disorders, PTSD, dissociative disorders, personality disorders, eating disorders, and substance abuse/addictions. Complex factors in the etiology of various disorders are considered, including genetic, neurochemical, biological, developmental, familial, sociocultural, and political variables that affect the occurrence, presentation, course, and treatment of a problem. While learning the perspective and language of the phenomenological approach outlined in the DSM-5, we also highlight weaknesses and blind spots in the traditional approach to diagnoses. In particular, we explore the impact of oppression and bias on the naming and treatment of mental disorders, including the influences of race, gender, sexual orientation, class, disability, religion, and ethnicity on the diagnostic process. Students learn to consider the DSM-5 classification system as a social construction that reveals as much about the society and its views of human behavior as it does about the clients with whom social workers have contact."
SSW,SSW HB 727: Assessment and Differential Diagnosis with Children,"Graduate Prerequisites: (SSWHB720) Or permission of department chair. - This course uses a developmental psychopathological model to explore complex psychological disturbances in children, adolescents, and families with a focus on the urban family experience. It addresses multiple research and theoretical perspectives that promote a way of understanding ?normal? and ?pathological? child and adolescent behaviors that change over time in the context of their genetic make- up, biological processes, interpersonal relationships, culture, and available community resources and support. In this course, developmental, systemic, psychodynamic, neurobiological and behavioral theoretical perspectives inform students? understanding of children and adolescents? adaptive and maladaptive patterns of behavior, which evolve over time in the context of their complex developmental histories and socio-cultural relational experiences. The course promotes the importance of assessing in children and families both the historical and present risks for disturbed behavioral development and the historical and present protective factors that promote healthy and resilient behavioral development."
SSW,SSW HB 735: Racial Justice and Cultural Oppression,"Graduate Corequisites: Graduate Corequisites: HB 720; Or permission of department chair. Requ ired of all students - This course examines the causes and implications of racism as a dynamic force influencing social work, and the Intersectionality of racism with other forms of oppression. The course builds on and integrates concepts presented in foundation courses. It analyzes and evaluates the social, cultural, political, economic and interpersonal contexts of racism that bear on our current policies and institutional arrangements. The course is designed to familiarize students with 1) theoretical overviews of racism and oppression; 2) historical accounts and contemporary experiences of racism, 3) the formation of complex racial identity, 4) multicultural contexts and fundamentals of cultural competency, and 5) effective social change efforts based on organizational analysis."
SSW,SSW HB 743: Social Work Theory and Practice with Immigrant and Refugee Populations,"Social workers and other mental health and social service practitioners in the United States find themselves increasingly called upon to address the needs of immigrants and refugees. In this course, students will gain a deeper understanding of the social forces impacting immigrants and refugees from around the world by using a human rights framework. We will explore the experiences of these populations through the lenses of immigrant and refugee women by centering their narratives and the tenets from Chicana and Latina feminisms. Students will engage in diverse theoretical applications and acquire essential practice skills at the micro, mezzo, and macro levels. We will focus on the strengths and liberation of immigrant and refugee communities while critically understanding their needs and experiences with intersectional systemic oppression. This course will rely on current research and the ongoing development of current events that influence forced migration throughout the world and affect immigrants and refugees in the United States."
SSW,SSW HB 744: Spirituality and Social Work Practice,"Graduate Prerequisites: (SSWHB720) Or permission of department chair. - The goal of this course is to acquaint the student with current theories regarding religion and spirituality and their role in clinical work. Particular attention is given to the function of spirituality and religion in bridging internal and external adaptations throughout the life cycle. Utilizing psychodynamic and narrative frameworks, this course addresses ways of assessing and working with an individual?s spiritual and existential belief systems and attending to the ways in which spiritual beliefs and practices provide a window into a client?s inner world. In addition, the course addresses issues of transference and countertransference as they arise in the exploration of religious and spiritual material in psychotherapy. The course draws heavily on case material, film, and fiction."
SSW,SSW HB 750: Organizational Behavior and Culture,"Graduate Prerequisites: (SSWHB720) - This course familiarizes the student with basic concepts related to organizational behavior and culture in human service organizations. The primary focus is on how human service organizations function, with a particular focus on the influence of internal and external factors, and methods for achieving change within these settings."
SSW,SSW HB 751: Human Neuropsychology,"Graduate Prerequisites: (SSWHB720) - Students develop foundational knowledge in the structure and function of the nervous system with special emphasis on processes underlying common neuropsychological disorders. The course is designed to make basic neuroscience accessible and interesting for students with a minimum of basic science background.We cover basic neurophysiology, neuroanatomy, neurochemistry and nervous system development in the context of neuropsychological disorders to provide a clinical context for material that might otherwise seem overwhelming."
SSW,"SSW HB 752: Exploring Ethnicity, Race, and Culture through Narratives: Clinical and Human Behavior Perspectives","Graduate Prerequisites: (SSWHB720 & SSWCP759) - A major purpose of this course is to deepen students' knowledge of the role of culture in lifespan development and human behavior. Building on knowledge and skills from the foundation courses Human Behavior, HB 720 and Clinical Practice, CP 759, that apply ecological and systems frameworks to themes of identity formation, risks and resiliency, loss and death. In addition, through narrative stories themes such as dual cultural identity, oppression and diaspora are explored, and students will leave the class able to (1) identify various expressions of cultural identity, (2) articulate the strengths of cultural affiliation, (3) distinguish between behaviors that represent psychopathology and behaviors that are expressions of cultural values and/or traditions, and (4) describe the distinct experiences of individuals living in the context of diaspora; (5) determine the role of systemic oppression on individuals whose experiences are not part of dominant cultural perspectives in the United States, and (6) recognize the value of cross-cultural theoretical and research literature that describes how to approach work with groups discussed in the narratives presented in the course."
SSW,SSW HB 756: The Aging Experience: Theoretical Perspectives and Contemporary Issues,"We are living longer. Population aging is one of the most important determinants of global health. Yet, there is tremendous variation in how we experience aging in the U.S. and across the globe. To examine the contemporary contours of aging and health, this course draws on theories and perspectives from sociology, demography, social work, and public health and probes: How do we think about aging? What does it mean when we talk about promoting ""healthy aging?"" and How is the aging experience shaped by the current social, economic, and political climate? Specific consideration is given to heterogeneity of the U.S. population in the areas of gender, race, ethnicity, national origin, social class, sexual orientation and identity, religion, and disability. We will look at the factors contributing to the different opportunities and challenges experienced by some persons and populations as they age."
SSW,SSW HB 757: Public Health Social Work: Core Concepts and Practical Applications,"Graduate Prerequisites: SSW HB 720 - Public health social work (PHSW), one of the oldest continuous forms of social work, is both a sub-discipline and a set of approaches for addressing major health issues through the integrated use of public health and social work concepts, skills and competencies. This course provides a foundation for understanding, embracing, and communicating about public health social work as a practice discipline and a unifying framework for addressing major health issues in society. Students will engage in critical thinking, analysis, and application of PHSW to major issues such as social determinants, prevention, health equity, advocacy, and health systems transformation. The course is divided into four content sections: 1) Overview and Orientation to Social Work, Public Health, and Public Health Social Work; 2) Seven Core Concepts of Public Health Social Work; 3) Practical Applications of Public Health Social Work; and 4) PHSW Synthesis and Integration. This course is appropriate for all MSW students, and is strongly recommended for MSW/MPH students at any stage of their program."
SSW,SSW HB 790: Reproductive Justice and Social Work,"Graduate Prerequisites: HB720 - The goal of this course is to deepen students' understanding of the meanings and distinctions between reproductive health, rights, and justice and how social workers can support the promotion of healthy sexual and reproductive lives of all . Contextualizing present-day debates within U.S. history and drawing from critical theoretical frameworks such as intersectionality, disability justice, radical reproductive justice, Black Feminisms, and racial capitalism, students will learn how systems of oppression and bodily autonomy are intertwined to impact the language, practices, and policies that control racialized and gendered bodies' ability to have or not have children. Designed for both clinical and macro social work practitioners, the course provides an introduction to understanding how the control and subjugation of bodies is routinely used to oppress people and maintain oppressive social structures. Students will learn how present-day attacks on bodily autonomy are rooted in the political economy and why as social work practitioners it is important to consider bodily autonomy in our pursuit of social justice. Students will also cultivate practical skills that can be used to engage individuals, groups, and communities in reproductive justice efforts and consider; how policymakers, organizations, and others concerned with bodily autonomy can contribute to working towards a liberatory future."
SSW,"SSW HB 805: Systems of Oppression, Trauma & Justice","The field of trauma has exploded in the last several decades with advances in neurobiology, increased attention to evidence-based and evidence-informed interventions in trauma, and widespread recognition of violence across multiple contexts. Because trauma is a rapidly evolving field, social workers need integrated and cutting edge training to work with and on behalf of diverse populations who are affected by wide ranging traumatic experiences, including gender and race-based violence, interpersonal and/or community violence, natural disasters, combat trauma, and terrorism. Students will learn the foundations of trauma informed and multi-level practice and policy, and apply this knowledge to prevention, intervention, and policy-making to mitigate the impact of violence and trauma on individuals, families, communities and societies. This course is open to macro and clinical practice"
SSW,SSW IS 600: Professional Development Seminar,"This seminar is required of all students in the Off-Campus, Online and Hybrid programs. The seminar is comprised of three parts, each part focusing on the students' developmental phase while enrolled in MSW program. There are a total of 12 sessions and students enroll in the seminar each semester. The seminar includes a self-paced component and live classroom sessions. The focus of the seminar includes professional development; an overview of the social work profession, its values and ethics; an orientation to, and integration with, field education; an overview of social work professional licensing and career preparation."
